cleaned_text,tokens
"Make my daughter cry, will ya! Eat syrup, jerk!",daughter cry ya eat syrup jerk
"Hmmm... maple syrup. Sleigh on the label, very good.",hmmm maple syrup sleigh label good
Ice cream man! Ice cream man!,ice cream man ice cream man
"Wait a minute. You don't want the truck, I need a job, you need money, I'm flush with severance pay...",wait minute want truck need job need money flush severance pay
Remember that crappy ice cream truck I bought?,remember crappy ice cream truck buy
You give this delightful frozen treat the same respect you would give any lactose-free food. God bless America!,delightful frozen treat respect lactose free food god bless america
Ooh! Thomeone wearth a brathelet. Who'th your boyfriend? Dr. Osterberg?!,ooh thomeone wearth brathelet boyfriend osterberg
"Whoa Marge, for the first time in my life, I'm excited about going to work!",whoa marge time life excited go work
You're glad? You don't look glad. Are you sure you know what glad means?,glad look glad sure know glad mean
"Marge, I... Folk art!? That's my favorite kind of folk medium!",marge folk art favorite kind folk medium
"Marge, you're a genius. You should make sculptures of other people! Like Lenny, or Carl, or the new James Bond. Will America accept a British James Bond? I can't wait to find out!",marge genius sculpture people like lenny carl new james bond america accept british james bond wait find
"Hey, we got the whole night, baby -- let's slow things down.",hey get night baby let slow thing
"Sweetie, I can't abandon my route even for one day. If those kids discover the link between eating right and feeling good, I am screwed. But I'll be back in time for your show.",sweetie abandon route day kid discover link eat right feel good screw time
"I would never let you down. Our marriage is like soft-serve ice cream. And trust is the hard chocolate shell that keeps it from melting onto our carpet. In cone-clusion, here's the scoop: I love you.",let marriage like soft serve ice cream trust hard chocolate shell keep melt carpet cone clusion scoop love
"What the hell do you kids want? Oh right, ice cream.",hell kid want oh right ice cream
"Attention, losers: this is your chance to buy your kids some frozen love.",attention loser chance buy kid frozen love
"Oh my God, I've only got nine seconds till Marge's show!",oh god get second till marge
"Marge, let me explain: I had a chance to make a little more money by exploiting broken families...",marge let explain chance little money exploit broken family
"Honey, you've been in there all day. You gotta eat something. Why don't you come downstairs and cook dinner? Lasagna would be awesome. Marge?",honey day get to eat come downstairs cook dinner lasagna awesome marge
"Marge, I wrote you a check for three hundred dollars to pay for all the sculptures I broke. Okay?",marge write check dollar pay sculpture break okay
"Oh, I see. You'd prefer a wire transfer. What's your routing number?",oh prefer wire transfer routing number
"That's okay, I can get it from the bank, honey. I just need to know your birthday.",okay bank honey need know birthday
"Marge? I have an apology that I hope is better than all the other ones. So please listen carefully. The thing I liked best about being an ice cream man wasn't the free ice cream, or the colorful toppings, or the love I received from obese children. It was giving you those sticks, and watching you smile as you turned them into art.",marge apology hope well one listen carefully thing like well ice cream man free ice cream colorful topping love receive obese child give stick watch smile turn art
"If it would win you back, I would gradually eat all the parts of a motorcycle. I hope it doesn't come to that. Could you please just give me a sign that you still love me a little?",win gradually eat part motorcycle hope come sign love little
"If you won't talk to me, I'll send in Polaroids to show you how sad I am that I let you down.",will talk send polaroid sad let
"Oh my God. She's gonna jump. Marge, don't do it! Give divorce a chance!",oh god go to jump marge divorce chance
"And I hate the cutesy way you make Jack-o-lanterns! I like scary Halloween, not funny Halloween!",hate cutesy way jack o lantern like scary halloween funny halloween
"Son, we all have to do things we don't want to. Like have jobs and families and responsibilities, and having to be Mr. Funny all the time -- You think I wouldn't rather be living nude in the forest? Like some ancient pagan! Just dancing around playing the pan flute! And here we are!",son thing want like job family responsibility have funny time think live nude forest like ancient pagan dance play pan flute
"Okay, tucked in tight, glass of water, nightlight on, no barn owls, don't do drugs, love you, good night.",okay tuck tight glass water nightlight barn owl drug love good night
"Oh yeah, this is that fantasy book that even grownups like. Broken, lonely grownups.",oh yeah fantasy book grownup like break lonely grownup
Angelica trembled as she looked up at the stern but wise whiskers of Headmaster Greystash...,angelica tremble look stern wise whisker headmaster greystash
"Lisa, wake up! They're taking Angelica to Mount Purgatorium.",lisa wake take angelica mount purgatorium
...As Headmaster Greystash fought a battle to the finish with dark wizard Maluicious Krubb.,headmaster greystash fight battle finish dark wizard maluicious krubb
"Oh, Greystash. Greystash! Oh, hello, Lisa.",oh greystash greystash oh hello lisa
Greystash looked Krubb right in the eye and said...,greystash look krubb right eye say
"Uh, they went to Star Wars Land and fought star wars.",uh go star wars land fight star war
Now Lisa won't know about death till it strikes someone close to her.,lisa will know death till strike close
"You're getting a cab, old man. In fact, I believe I see it now.",get cab old man fact believe
Christian Charity? What does a porn star have to do with this? He's gotta go!,christian charity porn star get to
"Yeah, but there's something else. There's this loser staying in our house. Marge says she's gonna kick him out, but then she never does.",yeah loser stay house marge say go to kick
"Those legs go on forever. Oh wait, they stop right there.",leg forever oh wait stop right
"Now remember, Marge, we're not buying anything for more than one-point-two. But if I scratch my nose, that means we can go to one-point-five.",remember marge buy point scratch nose mean point
I've never seen Marge want to go somewhere so badly. I'm gonna take her back there... by burning that home movie onto a DVD.,see marge want badly go to burn home movie dvd
I've never seen Marge like a DVD about a place so much. I'm gonna make her dream come true... by downloading that movie onto her iPod.,see marge like dvd place go to dream come true download movie ipod
"Marge, I'm sorry I couldn't figure out how to get that movie onto your iPod... so I'm taking the family on a surprise vacation to Barnacle Bay!",marge sorry figure movie ipod take family surprise vacation barnacle bay
"Oh Marge, I'm sure it was just some guy filled with hate.",oh marge sure guy fill hate
"Oh, I can't stand to see your mother unhappy. But this town could be great for your mother again. And I know three people who can make it happen.",oh stand mother unhappy town great mother know people happen
"Nice brush work, Emily. Nathaniel, you could learn a lot from her.",nice brush work emily nathaniel learn lot
"Oh Ma-arge, we have a surpri-ise! Come to the win-dow! And look down at the stre-et!",oh ma arge surpri ise come win dow look stre et
"Blue pinwheel, red pinwheel, big white ball, wait for the ""aaahhh...""",blue pinwheel red pinwheel big white ball wait aaahhh
"A green spinner to build suspense... and then the big finale, the:",green spinner build suspense big finale
"Uh... I thought today was Opposite Day. By the way, you're very ugly. It's Opposite Day.",uh think today opposite day way ugly opposite day
"Dear Marge, how are you? I am fine. The waves here are way bigger than the ones at home. And the salt water is rising. What's next? Pepper water? Ha ha. Love ya, Homer Simpson.",dear marge fine wave way big one home salt water rise pepper water ha ha love ya homer simpson
